88,Rate_crimes_pt1_property_2005,"Property crimes, 2005"
89,Rate_crimes_pt1_property_2006,"Property crimes, 2006"
90,Rate_crimes_pt1_property_2007,"Property crimes, 2007"
91,Rate_crimes_pt1_property_2008,"Property crimes, 2008"
92,Rate_crimes_pt1_property_2009,"Property crimes, 2009"
93,Rate_crimes_pt1_property_2010,"Property crimes, 2010"
94,Rate_crimes_pt1_property_2011,"Property crimes, 2011"
95,Rate_crimes_pt1_property_2012,"Property crimes, 2012"
96,Rate_crimes_pt1_property_2013,"Property crimes, 2013"
97,Rate_crimes_pt1_property_2014,"Property crimes, 2014"
98,Rate_crimes_pt1_property_2015,"Property crimes, 2015"
,,
Tab=Housing,,
Col #,Name,Description
1,-,"Geographic area identifier (ward, cluster, etc.)"
2,NumOccupiedHsgUnits_1980,"Occupied housing units, 1980"
3,NumOccupiedHsgUnits_1990,"Occupied housing units, 1990"
4,NumOccupiedHsgUnits_2000,"Occupied housing units, 2000"
5,NumOccupiedHsgUnits_2010,"Occupied housing units, 2010"
6,PctSameHouse5YearsAgo_1990,"% same house 5 years ago, 1990"
7,PctSameHouse5YearsAgo_2000,"% same house 5 years ago, 2000"
8,PctVacantHsgUnitsForRent_1980,"Rental vacancy rate (%), 1980"
9,PctVacantHsgUnitsForRent_1990,"Rental vacancy rate (%), 1990"
10,PctVacantHsgUnitsForRent_2000,"Rental vacancy rate (%), 2000"
11,PctVacantHsgUnitsForRent_2010_14,"Rental vacancy rate (%), 2010-14"
12,PctOwnerOccupiedHsgUnits_1980,"Homeownership rate (%), 1980"
13,PctOwnerOccupiedHsgUnits_1990,"Homeownership rate (%), 1990"
14,PctOwnerOccupiedHsgUnits_2000,"Homeownership rate (%), 2000"
15,PctOwnerOccupiedHsgUnits_2010_14,"Homeownership rate (%), 2010-14"
16,sales_sf_1995,"Number of sales, 1995"
17,sales_sf_1996,"Number of sales, 1996"
18,sales_sf_1997,"Number of sales, 1997"
19,sales_sf_1998,"Number of sales, 1998"
20,sales_sf_1999,"Number of sales, 1999"
21,sales_sf_2000,"Number of sales, 2000"
22,sales_sf_2001,"Number of sales, 2001"
23,sales_sf_2002,"Number of sales, 2002"
24,sales_sf_2003,"Number of sales, 2003"
25,sales_sf_2004,"Number of sales, 2004"
26,sales_sf_2005,"Number of sales, 2005"
27,sales_sf_2006,"Number of sales, 2006"
28,sales_sf_2007,"Number of sales, 2007"
29,sales_sf_2008,"Number of sales, 2008"
30,sales_sf_2009,"Number of sales, 2009"
31,sales_sf_2010,"Number of sales, 2010"
32,sales_sf_2011,"Number of sales, 2011"
33,sales_sf_2012,"Number of sales, 2012"
34,sales_sf_2013,"Number of sales, 2013"
35,sales_sf_2014,"Number of sales, 2014"
36,sales_sf_2015,"Number of sales, 2015"
37,r_mprice_sf_1995,"Median sales price, 1995"
38,r_mprice_sf_1996,"Median sales price, 1996"
39,r_mprice_sf_1997,"Median sales price, 1997"
40,r_mprice_sf_1998,"Median sales price, 1998"
41,r_mprice_sf_1999,"Median sales price, 1999"
42,r_mprice_sf_2000,"Median sales price, 2000"
43,r_mprice_sf_2001,"Median sales price, 2001"
44,r_mprice_sf_2002,"Median sales price, 2002"
45,r_mprice_sf_2003,"Median sales price, 2003"
46,r_mprice_sf_2004,"Median sales price, 2004"
47,r_mprice_sf_2005,"Median sales price, 2005"
48,r_mprice_sf_2006,"Median sales price, 2006"
49,r_mprice_sf_2007,"Median sales price, 2007"
50,r_mprice_sf_2008,"Median sales price, 2008"
51,r_mprice_sf_2009,"Median sales price, 2009"
52,r_mprice_sf_2010,"Median sales price, 2010"
53,r_mprice_sf_2011,"Median sales price, 2011"
54,r_mprice_sf_2012,"Median sales price, 2012"
55,r_mprice_sf_2013,"Median sales price, 2013"
56,r_mprice_sf_2014,"Median sales price, 2014"
57,r_mprice_sf_2015,"Median sales price, 2015"
58,PctAnnChgRMPriceSf_10yr,"% annual change median price, 2005-2015"
59,PctAnnChgRMPriceSf_5yr,"% annual change median price, 2010-2015"
60,PctAnnChgRMPriceSf_1yr,"% annual change median price, 2014-2015"
61,NumMrtgOrigHomePurchPerUnit_1997,"Loans per 1,000 housing units, 1997"
62,NumMrtgOrigHomePurchPerUnit_1998,"Loans per 1,000 housing units, 1998"
63,NumMrtgOrigHomePurchPerUnit_1999,"Loans per 1,000 housing units, 1999"
64,NumMrtgOrigHomePurchPerUnit_2000,"Loans per 1,000 housing units, 2000"
65,NumMrtgOrigHomePurchPerUnit_2001,"Loans per 1,000 housing units, 2001"
66,NumMrtgOrigHomePurchPerUnit_2002,"Loans per 1,000 housing units, 2002"
67,NumMrtgOrigHomePurchPerUnit_2003,"Loans per 1,000 housing units, 2003"
68,NumMrtgOrigHomePurchPerUnit_2004,"Loans per 1,000 housing units, 2004"
69,NumMrtgOrigHomePurchPerUnit_2005,"Loans per 1,000 housing units, 2005"
70,NumMrtgOrigHomePurchPerUnit_2006,"Loans per 1,000 housing units, 2006"
71,MedianMrtgInc1_4m_adj_1997,"Median borrower income, 1997"
72,MedianMrtgInc1_4m_adj_1998,"Median borrower income, 1998"
73,MedianMrtgInc1_4m_adj_1999,"Median borrower income, 1999"
74,MedianMrtgInc1_4m_adj_2000,"Median borrower income, 2000"
75,MedianMrtgInc1_4m_adj_2001,"Median borrower income, 2001"
76,MedianMrtgInc1_4m_adj_2002,"Median borrower income, 2002"
77,MedianMrtgInc1_4m_adj_2003,"Median borrower income, 2003"
78,MedianMrtgInc1_4m_adj_2004,"Median borrower income, 2004"
79,MedianMrtgInc1_4m_adj_2005,"Median borrower income, 2005"
80,MedianMrtgInc1_4m_adj_2006,"Median borrower income, 2006"
81,PctSubprimeConvOrigHomePur_1997,"% subprime loans, 1997"
82,PctSubprimeConvOrigHomePur_1998,"% subprime loans, 1998"
83,PctSubprimeConvOrigHomePur_1999,"% subprime loans, 1999"
84,PctSubprimeConvOrigHomePur_2000,"% subprime loans, 2000"
85,PctSubprimeConvOrigHomePur_2001,"% subprime loans, 2001"
86,PctSubprimeConvOrigHomePur_2002,"% subprime loans, 2002"
87,PctSubprimeConvOrigHomePur_2003,"% subprime loans, 2003"
88,PctSubprimeConvOrigHomePur_2004,"% subprime loans, 2004"
89,PctSubprimeConvOrigHomePur_2005,"% subprime loans, 2005"
90,PctSubprimeConvOrigHomePur_2006,"% subprime loans, 2006"
,,
Tab=Foreclosures,,
Col #,Name,Description
1,-,"Geographic area identifier (ward, cluster, etc.)"
2,forecl_ssl_sf_condo_1995,"SF homes/condos receiving foreclosure notice, 1995"
3,forecl_ssl_sf_condo_1996,"SF homes/condos receiving foreclosure notice, 1996"
4,forecl_ssl_sf_condo_1997,"SF homes/condos receiving foreclosure notice, 1997"
5,forecl_ssl_sf_condo_1998,"SF homes/condos receiving foreclosure notice, 1998"
6,forecl_ssl_sf_condo_1999,"SF homes/condos receiving foreclosure notice, 1999"
7,forecl_ssl_sf_condo_2000,"SF homes/condos receiving foreclosure notice, 2000"
8,forecl_ssl_sf_condo_2001,"SF homes/condos receiving foreclosure notice, 2001"
9,forecl_ssl_sf_condo_2002,"SF homes/condos receiving foreclosure notice, 2002"
10,forecl_ssl_sf_condo_2003,"SF homes/condos receiving foreclosure notice, 2003"
11,forecl_ssl_sf_condo_2004,"SF homes/condos receiving foreclosure notice, 2004"
12,forecl_ssl_sf_condo_2005,"SF homes/condos receiving foreclosure notice, 2005"
13,forecl_ssl_sf_condo_2006,"SF homes/condos receiving foreclosure notice, 2006"
14,forecl_ssl_sf_condo_2007,"SF homes/condos receiving foreclosure notice, 2007"
15,forecl_ssl_sf_condo_2008,"SF homes/condos receiving foreclosure notice, 2008"
16,forecl_ssl_sf_condo_2009,"SF homes/condos receiving foreclosure notice, 2009"
17,forecl_ssl_sf_condo_2010,"SF homes/condos receiving foreclosure notice, 2010"
18,forecl_ssl_sf_condo_2011,"SF homes/condos receiving foreclosure notice, 2011"
19,forecl_ssl_sf_condo_2012,"SF homes/condos receiving foreclosure notice, 2012"
20,forecl_ssl_sf_condo_2013,"SF homes/condos receiving foreclosure notice, 2013"
21,forecl_ssl_1kpcl_sf_condo_1995,"Foreclosure notice rate, 1995"
22,forecl_ssl_1kpcl_sf_condo_1996,"Foreclosure notice rate, 1996"
23,forecl_ssl_1kpcl_sf_condo_1997,"Foreclosure notice rate, 1997"
24,forecl_ssl_1kpcl_sf_condo_1998,"Foreclosure notice rate, 1998"
25,forecl_ssl_1kpcl_sf_condo_1999,"Foreclosure notice rate, 1999"
26,forecl_ssl_1kpcl_sf_condo_2000,"Foreclosure notice rate, 2000"
27,forecl_ssl_1kpcl_sf_condo_2001,"Foreclosure notice rate, 2001"
28,forecl_ssl_1kpcl_sf_condo_2002,"Foreclosure notice rate, 2002"
29,forecl_ssl_1kpcl_sf_condo_2003,"Foreclosure notice rate, 2003"
30,forecl_ssl_1kpcl_sf_condo_2004,"Foreclosure notice rate, 2004"
31,forecl_ssl_1kpcl_sf_condo_2005,"Foreclosure notice rate, 2005"
32,forecl_ssl_1kpcl_sf_condo_2006,"Foreclosure notice rate, 2006"
33,forecl_ssl_1kpcl_sf_condo_2007,"Foreclosure notice rate, 2007"
34,forecl_ssl_1kpcl_sf_condo_2008,"Foreclosure notice rate, 2008"
35,forecl_ssl_1kpcl_sf_condo_2009,"Foreclosure notice rate, 2009"
36,forecl_ssl_1kpcl_sf_condo_2010,"Foreclosure notice rate, 2010"
37,forecl_ssl_1kpcl_sf_condo_2011,"Foreclosure notice rate, 2011"
38,forecl_ssl_1kpcl_sf_condo_2012,"Foreclosure notice rate, 2012"
39,forecl_ssl_1kpcl_sf_condo_2013,"Foreclosure notice rate, 2013"
40,trustee_ssl_sf_condo_1995,"SF homes/condos receiving trustee deed sale notice, 1995"
41,trustee_ssl_sf_condo_1996,"SF homes/condos receiving trustee deed sale notice, 1996"
42,trustee_ssl_sf_condo_1997,"SF homes/condos receiving trustee deed sale notice, 1997"
43,trustee_ssl_sf_condo_1998,"SF homes/condos receiving trustee deed sale notice, 1998"
44,trustee_ssl_sf_condo_1999,"SF homes/condos receiving trustee deed sale notice, 1999"
45,trustee_ssl_sf_condo_2000,"SF homes/condos receiving trustee deed sale notice, 2000"
46,trustee_ssl_sf_condo_2001,"SF homes/condos receiving trustee deed sale notice, 2001"
47,trustee_ssl_sf_condo_2002,"SF homes/condos receiving trustee deed sale notice, 2002"
48,trustee_ssl_sf_condo_2003,"SF homes/condos receiving trustee deed sale notice, 2003"
49,trustee_ssl_sf_condo_2004,"SF homes/condos receiving trustee deed sale notice, 2004"
50,trustee_ssl_sf_condo_2005,"SF homes/condos receiving trustee deed sale notice, 2005"
51,trustee_ssl_sf_condo_2006,"SF homes/condos receiving trustee deed sale notice, 2006"
52,trustee_ssl_sf_condo_2007,"SF homes/condos receiving trustee deed sale notice, 2007"
53,trustee_ssl_sf_condo_2008,"SF homes/condos receiving trustee deed sale notice, 2008"
54,trustee_ssl_sf_condo_2009,"SF homes/condos receiving trustee deed sale notice, 2009"
55,trustee_ssl_sf_condo_2010,"SF homes/condos receiving trustee deed sale notice, 2010"
56,trustee_ssl_sf_condo_2011,"SF homes/condos receiving trustee deed sale notice, 2011"
57,trustee_ssl_sf_condo_2012,"SF homes/condos receiving trustee deed sale notice, 2012"
58,trustee_ssl_sf_condo_2013,"SF homes/condos receiving trustee deed sale notice, 2013"
59,trustee_ssl_1kpcl_sf_condo_1995,"Trustee deed sale rate, 1995"
60,trustee_ssl_1kpcl_sf_condo_1996,"Trustee deed sale rate, 1996"
61,trustee_ssl_1kpcl_sf_condo_1997,"Trustee deed sale rate, 1997"
62,trustee_ssl_1kpcl_sf_condo_1998,"Trustee deed sale rate, 1998"
63,trustee_ssl_1kpcl_sf_condo_1999,"Trustee deed sale rate, 1999"
64,trustee_ssl_1kpcl_sf_condo_2000,"Trustee deed sale rate, 2000"
65,trustee_ssl_1kpcl_sf_condo_2001,"Trustee deed sale rate, 2001"
66,trustee_ssl_1kpcl_sf_condo_2002,"Trustee deed sale rate, 2002"
67,trustee_ssl_1kpcl_sf_condo_2003,"Trustee deed sale rate, 2003"
68,trustee_ssl_1kpcl_sf_condo_2004,"Trustee deed sale rate, 2004"
69,trustee_ssl_1kpcl_sf_condo_2005,"Trustee deed sale rate, 2005"
70,trustee_ssl_1kpcl_sf_condo_2006,"Trustee deed sale rate, 2006"
71,trustee_ssl_1kpcl_sf_condo_2007,"Trustee deed sale rate, 2007"
72,trustee_ssl_1kpcl_sf_condo_2008,"Trustee deed sale rate, 2008"
73,trustee_ssl_1kpcl_sf_condo_2009,"Trustee deed sale rate, 2009"
74,trustee_ssl_1kpcl_sf_condo_2010,"Trustee deed sale rate, 2010"
75,trustee_ssl_1kpcl_sf_condo_2011,"Trustee deed sale rate, 2011"
76,trustee_ssl_1kpcl_sf_condo_2012,"Trustee deed sale rate, 2012"
77,trustee_ssl_1kpcl_sf_condo_2013,"Trustee deed sale rate, 2013"
,,
Tab=Schools,,
Col #,Name,Description
1,-,"Geographic area identifier (ward, cluster, etc.)"
2,school_present_2000,"Number of schools, 2000"
3,school_present_2001,"Number of schools, 2001"
4,school_present_2002,"Number of schools, 2002"
5,school_present_2003,"Number of schools, 2003"
6,school_present_2004,"Number of schools, 2004"
7,school_present_2005,"Number of schools, 2005"
8,school_present_2006,"Number of schools, 2006"
9,school_present_2007,"Number of schools, 2007"
10,school_present_2008,"Number of schools, 2008"
11,school_present_2009,"Number of schools, 2009"
12,school_present_2010,"Number of schools, 2010"
13,school_present_2011,"Number of schools, 2011"
14,school_present_2012,"Number of schools, 2012"
15,school_present_2013,"Number of schools, 2013"
16,dcps_present_2000,"Number of DCPS schools, 2000"
17,dcps_present_2001,"Number of DCPS schools, 2001"
18,dcps_present_2002,"Number of DCPS schools, 2002"
19,dcps_present_2003,"Number of DCPS schools, 2003"
20,dcps_present_2004,"Number of DCPS schools, 2004"
21,dcps_present_2005,"Number of DCPS schools, 2005"
22,dcps_present_2006,"Number of DCPS schools, 2006"
23,dcps_present_2007,"Number of DCPS schools, 2007"
24,dcps_present_2008,"Number of DCPS schools, 2008"
25,dcps_present_2009,"Number of DCPS schools, 2009"
26,dcps_present_2010,"Number of DCPS schools, 2010"
27,dcps_present_2011,"Number of DCPS schools, 2011"
28,dcps_present_2012,"Number of DCPS schools, 2012"
29,dcps_present_2013,"Number of DCPS schools, 2013"
30,charter_present_2000,"Number of charter schools, 2000"
31,charter_present_2001,"Number of charter schools, 2001"
32,charter_present_2002,"Number of charter schools, 2002"
33,charter_present_2003,"Number of charter schools, 2003"
34,charter_present_2004,"Number of charter schools, 2004"
35,charter_present_2005,"Number of charter schools, 2005"
36,charter_present_2006,"Number of charter schools, 2006"
37,charter_present_2007,"Number of charter schools, 2007"
38,charter_present_2008,"Number of charter schools, 2008"
39,charter_present_2009,"Number of charter schools, 2009"
40,charter_present_2010,"Number of charter schools, 2010"
41,charter_present_2011,"Number of charter schools, 2011"
42,charter_present_2012,"Number of charter schools, 2012"
43,charter_present_2013,"Number of charter schools, 2013"
44,aud_2001,"Total school enrollment, 2001"
45,aud_2002,"Total school enrollment, 2002"
46,aud_2003,"Total school enrollment, 2003"
47,aud_2004,"Total school enrollment, 2004"
48,aud_2005,"Total school enrollment, 2005"
49,aud_2006,"Total school enrollment, 2006"
50,aud_2007,"Total school enrollment, 2007"
51,aud_2008,"Total school enrollment, 2008"
52,aud_2009,"Total school enrollment, 2009"
53,aud_2010,"Total school enrollment, 2010"
54,aud_2011,"Total school enrollment, 2011"
55,aud_2012,"Total school enrollment, 2012"
56,aud_2013,"Total school enrollment, 2013"
57,aud_dcps_2001,"DCPS school enrollment, 2001"
58,aud_dcps_2002,"DCPS school enrollment, 2002"
59,aud_dcps_2003,"DCPS school enrollment, 2003"
60,aud_dcps_2004,"DCPS school enrollment, 2004"
61,aud_dcps_2005,"DCPS school enrollment, 2005"
62,aud_dcps_2006,"DCPS school enrollment, 2006"
63,aud_dcps_2007,"DCPS school enrollment, 2007"
64,aud_dcps_2008,"DCPS school enrollment, 2008"
65,aud_dcps_2009,"DCPS school enrollment, 2009"
66,aud_dcps_2010,"DCPS school enrollment, 2010"
67,aud_dcps_2011,"DCPS school enrollment, 2011"
68,aud_dcps_2012,"DCPS school enrollment, 2012"
69,aud_dcps_2013,"DCPS school enrollment, 2013"
70,aud_charter_2001,"Charter school enrollment, 2001"
71,aud_charter_2002,"Charter school enrollment, 2002"
72,aud_charter_2003,"Charter school enrollment, 2003"
73,aud_charter_2004,"Charter school enrollment, 2004"
74,aud_charter_2005,"Charter school enrollment, 2005"
75,aud_charter_2006,"Charter school enrollment, 2006"
76,aud_charter_2007,"Charter school enrollment, 2007"
77,aud_charter_2008,"Charter school enrollment, 2008"
78,aud_charter_2009,"Charter school enrollment, 2009"
79,aud_charter_2010,"Charter school enrollment, 2010"
80,aud_charter_2011,"Charter school enrollment, 2011"
81,aud_charter_2012,"Charter school enrollment, 2012"
82,aud_charter_2013,"Charter school enrollment, 2013"
,,
